SKU,BRAND,IME PRODUKTA,KATEGORIJA,PODKATEGORIJA,PODPODKATEGORIJA,KRATEK OPIS,DOLGI OPIS,CENA,SLIKE,URL
L22A 025,PETZL,"PETZL ZILLON 2,5 m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"dve očesi | mehanski prusik | 2,5m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Varnostna vrv PETZL ZILLON</title>
</head>
<body>

    <h1>Varnostna vrv PETZL ZILLON</h1>

    <p>Varnostna vrv PETZL ZILLON.</p>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Dolžina / teža:</strong> 2,5 m – 605 g | 4 m – 790 g | 5,5 m – 975 g</li>
        <li><strong>Certifikacija:</strong> CE EN 358</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Vrvna varovalna vrv, posebej zasnovana za varno delovno pozicioniranje v arboristiki.
        Opremljena je z dvema nosilnima zankama in mehanskim prusikom.
        Vrv se vodi skozi stranski pritrdilni točki pasu, kar omogoča enakomerno porazdelitev obremenitve na pas.
    </p>

    <h2>Lastnosti izdelka</h2>
    <ul>
        <li>enostavna nastavitev z eno roko zahvaljujoč progresivni funkciji blokiranja in sproščanja mehanskega prusika</li>
        <li>škripčevje z ležajem omogoča enostavno izvlečenje vrvi</li>
        <li>jekleni torni segmenti podaljšujejo življenjsko dobo izdelka</li>
    </ul>

</body>
</html>
","206,70","https://skyman-cz.s9.cdn-upgates.com/_cache/d/a/da…585f98e54fa7-da906f2abfcb3afd1fa63b3a62990715.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/5/d/5d…585f98e6273b-99217b53a06747f775493884899c45e3.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/3/d/3d…585f98e7f912-9a19e593da2a759e16b8b11470e2603b.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/2/d/2d…585f98e8d794-a29c9a40c675fc3696e444104d5c7603.jpg",https://www.skyman.cz/en/p/lanyard-petzl-zillon
L22A 040,PETZL,PETZL ZILLON 4 m,PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,dve očesi | mehanski prusik | 4m,"""<!DOCTYPE html>
<html lang=""""sl"""">
<head>
    <meta charset=""""UTF-8"""">
    <title>Varnostna vrv PETZL ZILLON</title>
</head>
<body>

    <h1>Varnostna vrv PETZL ZILLON</h1>

    <p>Varnostna vrv PETZL ZILLON.</p>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Dolžina / teža:</strong> 2,5 m – 605 g | 4 m – 790 g | 5,5 m – 975 g</li>
        <li><strong>Certifikacija:</strong> CE EN 358</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Vrvna varovalna vrv, posebej zasnovana za varno delovno pozicioniranje v arboristiki.
        Opremljena je z dvema nosilnima zankama in mehanskim prusikom.
        Vrv se vodi skozi stranski pritrdilni točki pasu, kar omogoča enakomerno porazdelitev obremenitve na pas.
    </p>

    <h2>Lastnosti izdelka</h2>
    <ul>
        <li>enostavna nastavitev z eno roko zahvaljujoč progresivni funkciji blokiranja in sproščanja mehanskega prusika</li>
        <li>škripčevje z ležajem omogoča enostavno izvlečenje vrvi</li>
        <li>jekleni torni segmenti podaljšujejo življenjsko dobo izdelka</li>
    </ul>

</body>
</html>
""","212,60","https://skyman-cz.s9.cdn-upgates.com/_cache/d/a/da…585f98e54fa7-da906f2abfcb3afd1fa63b3a62990715.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/5/d/5d…585f98e6273b-99217b53a06747f775493884899c45e3.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/3/d/3d…585f98e7f912-9a19e593da2a759e16b8b11470e2603b.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/2/d/2d…585f98e8d794-a29c9a40c675fc3696e444104d5c7603.jpg",https://www.skyman.cz/en/p/lanyard-petzl-zillon
L22A 055,PETZL,"PETZL ZILLON 5,5 m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"dve očesi | mehanski prusik | 5,5m","""<!DOCTYPE html>
<html lang=""""sl"""">
<head>
    <meta charset=""""UTF-8"""">
    <title>Varnostna vrv PETZL ZILLON</title>
</head>
<body>

    <h1>Varnostna vrv PETZL ZILLON</h1>

    <p>Varnostna vrv PETZL ZILLON.</p>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Dolžina / teža:</strong> 2,5 m – 605 g | 4 m – 790 g | 5,5 m – 975 g</li>
        <li><strong>Certifikacija:</strong> CE EN 358</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Vrvna varovalna vrv, posebej zasnovana za varno delovno pozicioniranje v arboristiki.
        Opremljena je z dvema nosilnima zankama in mehanskim prusikom.
        Vrv se vodi skozi stranski pritrdilni točki pasu, kar omogoča enakomerno porazdelitev obremenitve na pas.
    </p>

    <h2>Lastnosti izdelka</h2>
    <ul>
        <li>enostavna nastavitev z eno roko zahvaljujoč progresivni funkciji blokiranja in sproščanja mehanskega prusika</li>
        <li>škripčevje z ležajem omogoča enostavno izvlečenje vrvi</li>
        <li>jekleni torni segmenti podaljšujejo življenjsko dobo izdelka</li>
    </ul>

</body>
</html>
""","218,50","https://skyman-cz.s9.cdn-upgates.com/_cache/d/a/da…585f98e54fa7-da906f2abfcb3afd1fa63b3a62990715.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/5/d/5d…585f98e6273b-99217b53a06747f775493884899c45e3.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/3/d/3d…585f98e7f912-9a19e593da2a759e16b8b11470e2603b.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/2/d/2d…585f98e8d794-a29c9a40c675fc3696e444104d5c7603.jpg",https://www.skyman.cz/en/p/lanyard-petzl-zillon
L33 025,PETZL,"PETZL MICROFLIP - KOVINSKA SREDICA 2,5 m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"Kovinska sredica | 2,5 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Pozicijska vrv PETZL MICROFLIP</title>
</head>
<body>

    <h1>Pozicijska vrv PETZL MICROFLIP</h1>

    <p>Pozicijska vrv PETZL MICROFLIP.</p>

    <p>
        MICROFLIP je ojačana nastavljiva pozicijska vrv, zasnovana za delovno pozicioniranje
        pri delu na drevesih. Jeklena žična sredica zmanjšuje tveganje prereza in omogoča
        gibanje okoli debla.
    </p>

    <p>
        Rumena barva zagotavlja boljšo vidnost med delom.
    </p>

    <h2>Lastnosti izdelka</h2>
    <ul>
        <li>ojačana konstrukcija z jekleno žično sredico za večjo odpornost proti prerezu</li>
        <li>primerna za delovno pozicioniranje v arboristiki</li>
        <li>omogoča gibanje okoli debla</li>
        <li>rumena barva za boljšo vidnost</li>
        <li>zasnovana za dvojno uporabo v stranskih pritrdilnih točkah pasu</li>
    </ul>

</body>
</html>
","212,60","https://skyman-cz.s9.cdn-upgates.com/_cache/e/1/e1…69d1d7b71b652f345c80b77daa28-petzl-microflip.webp,https://skyman-cz.s9.cdn-upgates.com/_cache/8/0/80…85f997f4122-96da89aeaa86803eb7fcff1489e8a319.jpeg,https://skyman-cz.s9.cdn-upgates.com/_cache/b/8/b8…85f9981ec31-b6d5c276de1d719a484dd3ee47562692.jpeg,https://skyman-cz.s9.cdn-upgates.com/_cache/d/c/dc…85f9982e5a3-358952e4a51dfe4c95fe47ad2eb4ac40.jpeg",https://www.skyman.cz/en/p/non-cut-lanyard-petzl-microflip
L33 040,PETZL,PETZL MICROFLIP - KOVINSKA SREDICA 4 m,PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,Kovinska sredica | 4 m,"<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Pozicijska vrv PETZL MICROFLIP</title>
</head>
<body>

    <h1>Pozicijska vrv PETZL MICROFLIP</h1>

    <p>Pozicijska vrv PETZL MICROFLIP.</p>

    <p>
        MICROFLIP je ojačana nastavljiva pozicijska vrv, zasnovana za delovno pozicioniranje
        pri delu na drevesih. Jeklena žična sredica zmanjšuje tveganje prereza in omogoča
        gibanje okoli debla.
    </p>

    <p>
        Rumena barva zagotavlja boljšo vidnost med delom.
    </p>

    <h2>Lastnosti izdelka</h2>
    <ul>
        <li>ojačana konstrukcija z jekleno žično sredico za večjo odpornost proti prerezu</li>
        <li>primerna za delovno pozicioniranje v arboristiki</li>
        <li>omogoča gibanje okoli debla</li>
        <li>rumena barva za boljšo vidnost</li>
        <li>zasnovana za dvojno uporabo v stranskih pritrdilnih točkah pasu</li>
    </ul>

</body>
</html>
","218,50","https://skyman-cz.s9.cdn-upgates.com/_cache/e/1/e1…69d1d7b71b652f345c80b77daa28-petzl-microflip.webp,https://skyman-cz.s9.cdn-upgates.com/_cache/8/0/80…85f997f4122-96da89aeaa86803eb7fcff1489e8a319.jpeg,https://skyman-cz.s9.cdn-upgates.com/_cache/b/8/b8…85f9981ec31-b6d5c276de1d719a484dd3ee47562692.jpeg,https://skyman-cz.s9.cdn-upgates.com/_cache/d/c/dc…85f9982e5a3-358952e4a51dfe4c95fe47ad2eb4ac40.jpeg",https://www.skyman.cz/en/p/non-cut-lanyard-petzl-microflip
L33 055,PETZL,"PETZL MICROFLIP - KOVINSKA SREDICA 5,5 m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"Kovinska sredica | 5,5 m","<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Pozicijska vrv PETZL MICROFLIP</title>
</head>
<body>

    <h1>Pozicijska vrv PETZL MICROFLIP</h1>

    <p>Pozicijska vrv PETZL MICROFLIP.</p>

    <p>
        MICROFLIP je ojačana nastavljiva pozicijska vrv, zasnovana za delovno pozicioniranje
        pri delu na drevesih. Jeklena žična sredica zmanjšuje tveganje prereza in omogoča
        gibanje okoli debla.
    </p>

    <p>
        Rumena barva zagotavlja boljšo vidnost med delom.
    </p>

    <h2>Lastnosti izdelka</h2>
    <ul>
        <li>ojačana konstrukcija z jekleno žično sredico za večjo odpornost proti prerezu</li>
        <li>primerna za delovno pozicioniranje v arboristiki</li>
        <li>omogoča gibanje okoli debla</li>
        <li>rumena barva za boljšo vidnost</li>
        <li>zasnovana za dvojno uporabo v stranskih pritrdilnih točkah pasu</li>
    </ul>

</body>
</html>
","224,40","https://skyman-cz.s9.cdn-upgates.com/_cache/e/1/e1…69d1d7b71b652f345c80b77daa28-petzl-microflip.webp,https://skyman-cz.s9.cdn-upgates.com/_cache/8/0/80…85f997f4122-96da89aeaa86803eb7fcff1489e8a319.jpeg,https://skyman-cz.s9.cdn-upgates.com/_cache/b/8/b8…85f9981ec31-b6d5c276de1d719a484dd3ee47562692.jpeg,https://skyman-cz.s9.cdn-upgates.com/_cache/d/c/dc…85f9982e5a3-358952e4a51dfe4c95fe47ad2eb4ac40.jpeg",https://www.skyman.cz/en/p/non-cut-lanyard-petzl-microflip
L044AA00,PETZL,PETZL PROGRESS ADJUST-Y fastener,PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,230 g | fiksna zanka – 65 cm | nastavljiva zanka do 95 cm,"<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Varnostni pripomoček PETZL PROGRESS ADJUST-Y</title>
</head>
<body>

    <h1>Varnostni pripomoček PETZL PROGRESS ADJUST-Y</h1>

    <p>Varnostni pripomoček PETZL PROGRESS ADJUST-Y.</p>

    <h2>Tehnični podatki</h2>
    <ul>
        <li><strong>Dolžina fiksne zanke:</strong> 65 cm</li>
        <li><strong>Dolžina nastavljive zanke:</strong> do 95 cm</li>
        <li><strong>Teža:</strong> 230 g</li>
        <li><strong>Material:</strong> aluminij, najlon, poliester, HMPE polietilen, elastomer</li>
        <li><strong>Certifikacija:</strong> CE EN 358, EAC</li>
    </ul>

    <h2>Opis</h2>
    <p>
        Nastavljiva dvojna zanka zagotavlja stalno povezavo pri vseh vrstah gibanja.
        Zaradi oblike vrvne prižeme ADJUST je nastavitev dolžine hitra in natančna.
        Fiksna zanka se poveže z ročno prižemo PETZL ASCENSION.
        Nastavljiva zanka se uporablja pri prehodih mimo vmesnih sidrnih točk.
    </p>

    <p>
        Pri premikanju po vodoravni varovalni liniji sta zanki enake dolžine,
        kar olajša napredovanje in omogoča tekoče delo.
        PROGRESS ADJUST-Y deluje z dvema samodejnima vponkama PETZL VERTIGO Twist Lock.
    </p>

    <p>
        Pozicijski element TANGA in plastični zaščitni pokrov zagotavljata enostavno nameščanje
        vponk ter pomagata ohranjati pravilen položaj.
        Priključek je združljiv z odstranljivo pritrdilno točko pasov ATRO.
        Dinamična vrv zanke zmanjšuje silo sunka, ki se prenese na uporabnika
        v primeru kratkega padca.
    </p>

    <h2>Opombe</h2>
    <ul>
        <li>vponke niso vključene v pakiranje</li>
        <li>slike so zgolj informativne narave</li>
    </ul>

</body>
</html>
","73,90",https://skyman-cz.s9.cdn-upgates.com/_cache/b/e/be…585fb21a3304-2d758b762643d2a5df8bbab74c9aea97.jpg,https://www.skyman.cz/en/p/petzl-progress-adjust-y-fastener
L052AA00,PETZL,POLOŽAJNIK PETZL GRILLON  - 2m,PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,,"<!DOCTYPE html>
<html lang=""sl"">
<head>
    <meta charset=""UTF-8"">
    <title>Pozicijska vrv PETZL GRILLON belo-rumena</title>
</head>
<body>

    <h1>Pozicijska vrv PETZL GRILLON (belo-rumena)</h1>

    <p>Pozicijska vrv PETZL GRILLON.</p>

    <h2>Certifikacija</h2>
    <ul>
        <li><strong>Standard:</strong> EN 795B</li>
    </ul>

    <h2>Opis izdelka</h2>
    <p>
        Nastavljiva pozicijska vrv GRILLON se uporablja za vzpostavitev sistema
        delovnega pozicioniranja kot dopolnitev sistema za zaustavitev padca.
        Njeno dolžino je mogoče enostavno in zelo natančno nastaviti, kar omogoča
        udoben delovni položaj na delovnem mestu.
    </p>

    <p>
        Glede na način uporabe se lahko uporablja enojno ali dvojno.
        GRILLON je na voljo v štirih dolžinah (2, 3, 4 in 5 m) ter tudi v črni barvi.
        Izdelek je certificiran za uporabo v Severni Ameriki, Evropi in Rusiji.
    </p>

    <h2>Univerzalna uporaba</h2>

    <h3>Dvojna uporaba</h3>
    <p>
        Pozicijska vrv GRILLON se lahko uporablja tudi dvojno, preko stranskih
        pritrdilnih točk pasu, kadar uporabnik dela z nogami naslonjenimi na podlago.
        Ta način uporabe omogoča boljšo porazdelitev obremenitve na pas.
        Uporabnik natančno nastavi svoj položaj s pritiskom na vrtljivo ekscentrično
        ročico naprave.
    </p>

    <h3>Enostavna uporaba</h3>
    <p>
        Če je sidrna točka neposredno nad uporabnikom, se GRILLON poveže s sidrne
        točke neposredno na sprednjo pritrdilno točko pasu.
        Obremenitev se enakomerno porazdeli med pas in nožne zanke.
        Položaj se nastavlja z roči
","165,40","https://skyman-cz.s9.cdn-upgates.com/_cache/f/1/f1…585f98eabf35-d54891f9f9c34b970bb99851add8c258.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/8/f/8f…585f98eb9f86-8890741de3f0c9fc0c7299353c3611b5.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/b/7/b7…585f98ed6c6d-b5a49a7138b0e268ee5ff27a29a851a9.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/0/1/01…585f98f010fd-2b46f6b2446de081cc05ea49786b8b8c.jpg",https://www.skyman.cz/en/p/lanyard-petzl-grillon-white-yellow
L052AA01,PETZL,POLOŽAJNIK PETZL GRILLON  - 3m,PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,,"""<!DOCTYPE html>
<html lang=""""sl"""">
<head>
    <meta charset=""""UTF-8"""">
    <title>Pozicijska vrv PETZL GRILLON belo-rumena</title>
</head>
<body>

    <h1>Pozicijska vrv PETZL GRILLON (belo-rumena)</h1>

    <p>Pozicijska vrv PETZL GRILLON.</p>

    <h2>Certifikacija</h2>
    <ul>
        <li><strong>Standard:</strong> EN 795B</li>
    </ul>

    <h2>Opis izdelka</h2>
    <p>
        Nastavljiva pozicijska vrv GRILLON se uporablja za vzpostavitev sistema
        delovnega pozicioniranja kot dopolnitev sistema za zaustavitev padca.
        Njeno dolžino je mogoče enostavno in zelo natančno nastaviti, kar omogoča
        udoben delovni položaj na delovnem mestu.
    </p>

    <p>
        Glede na način uporabe se lahko uporablja enojno ali dvojno.
        GRILLON je na voljo v štirih dolžinah (2, 3, 4 in 5 m) ter tudi v črni barvi.
        Izdelek je certificiran za uporabo v Severni Ameriki, Evropi in Rusiji.
    </p>

    <h2>Univerzalna uporaba</h2>

    <h3>Dvojna uporaba</h3>
    <p>
        Pozicijska vrv GRILLON se lahko uporablja tudi dvojno, preko stranskih
        pritrdilnih točk pasu, kadar uporabnik dela z nogami naslonjenimi na podlago.
        Ta način uporabe omogoča boljšo porazdelitev obremenitve na pas.
        Uporabnik natančno nastavi svoj položaj s pritiskom na vrtljivo ekscentrično
        ročico naprave.
    </p>

    <h3>Enostavna uporaba</h3>
    <p>
        Če je sidrna točka neposredno nad uporabnikom, se GRILLON poveže s sidrne
        točke neposredno na sprednjo pritrdilno točko pasu.
        Obremenitev se enakomerno porazdeli med pas in nožne zanke.
        Položaj se nastavlja z roči
""","168,30","https://skyman-cz.s9.cdn-upgates.com/_cache/f/1/f1…585f98eabf35-d54891f9f9c34b970bb99851add8c258.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/8/f/8f…585f98eb9f86-8890741de3f0c9fc0c7299353c3611b5.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/b/7/b7…585f98ed6c6d-b5a49a7138b0e268ee5ff27a29a851a9.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/0/1/01…585f98f010fd-2b46f6b2446de081cc05ea49786b8b8c.jpg",https://www.skyman.cz/en/p/lanyard-petzl-grillon-white-yellow
L052AA02,PETZL,POLOŽAJNIK PETZL GRILLON  - 4m,PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,,"""<!DOCTYPE html>
<html lang=""""sl"""">
<head>
    <meta charset=""""UTF-8"""">
    <title>Pozicijska vrv PETZL GRILLON belo-rumena</title>
</head>
<body>

    <h1>Pozicijska vrv PETZL GRILLON (belo-rumena)</h1>

    <p>Pozicijska vrv PETZL GRILLON.</p>

    <h2>Certifikacija</h2>
    <ul>
        <li><strong>Standard:</strong> EN 795B</li>
    </ul>

    <h2>Opis izdelka</h2>
    <p>
        Nastavljiva pozicijska vrv GRILLON se uporablja za vzpostavitev sistema
        delovnega pozicioniranja kot dopolnitev sistema za zaustavitev padca.
        Njeno dolžino je mogoče enostavno in zelo natančno nastaviti, kar omogoča
        udoben delovni položaj na delovnem mestu.
    </p>

    <p>
        Glede na način uporabe se lahko uporablja enojno ali dvojno.
        GRILLON je na voljo v štirih dolžinah (2, 3, 4 in 5 m) ter tudi v črni barvi.
        Izdelek je certificiran za uporabo v Severni Ameriki, Evropi in Rusiji.
    </p>

    <h2>Univerzalna uporaba</h2>

    <h3>Dvojna uporaba</h3>
    <p>
        Pozicijska vrv GRILLON se lahko uporablja tudi dvojno, preko stranskih
        pritrdilnih točk pasu, kadar uporabnik dela z nogami naslonjenimi na podlago.
        Ta način uporabe omogoča boljšo porazdelitev obremenitve na pas.
        Uporabnik natančno nastavi svoj položaj s pritiskom na vrtljivo ekscentrično
        ročico naprave.
    </p>

    <h3>Enostavna uporaba</h3>
    <p>
        Če je sidrna točka neposredno nad uporabnikom, se GRILLON poveže s sidrne
        točke neposredno na sprednjo pritrdilno točko pasu.
        Obremenitev se enakomerno porazdeli med pas in nožne zanke.
        Položaj se nastavlja z roči
""","171,30","https://skyman-cz.s9.cdn-upgates.com/_cache/f/1/f1…585f98eabf35-d54891f9f9c34b970bb99851add8c258.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/8/f/8f…585f98eb9f86-8890741de3f0c9fc0c7299353c3611b5.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/b/7/b7…585f98ed6c6d-b5a49a7138b0e268ee5ff27a29a851a9.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/0/1/01…585f98f010fd-2b46f6b2446de081cc05ea49786b8b8c.jpg",https://www.skyman.cz/en/p/lanyard-petzl-grillon-white-yellow
L052AA03,PETZL,POLOŽAJNIK PETZL GRILLON  - 5m,PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,,"""<!DOCTYPE html>
<html lang=""""sl"""">
<head>
    <meta charset=""""UTF-8"""">
    <title>Pozicijska vrv PETZL GRILLON belo-rumena</title>
</head>
<body>

    <h1>Pozicijska vrv PETZL GRILLON (belo-rumena)</h1>

    <p>Pozicijska vrv PETZL GRILLON.</p>

    <h2>Certifikacija</h2>
    <ul>
        <li><strong>Standard:</strong> EN 795B</li>
    </ul>

    <h2>Opis izdelka</h2>
    <p>
        Nastavljiva pozicijska vrv GRILLON se uporablja za vzpostavitev sistema
        delovnega pozicioniranja kot dopolnitev sistema za zaustavitev padca.
        Njeno dolžino je mogoče enostavno in zelo natančno nastaviti, kar omogoča
        udoben delovni položaj na delovnem mestu.
    </p>

    <p>
        Glede na način uporabe se lahko uporablja enojno ali dvojno.
        GRILLON je na voljo v štirih dolžinah (2, 3, 4 in 5 m) ter tudi v črni barvi.
        Izdelek je certificiran za uporabo v Severni Ameriki, Evropi in Rusiji.
    </p>

    <h2>Univerzalna uporaba</h2>

    <h3>Dvojna uporaba</h3>
    <p>
        Pozicijska vrv GRILLON se lahko uporablja tudi dvojno, preko stranskih
        pritrdilnih točk pasu, kadar uporabnik dela z nogami naslonjenimi na podlago.
        Ta način uporabe omogoča boljšo porazdelitev obremenitve na pas.
        Uporabnik natančno nastavi svoj položaj s pritiskom na vrtljivo ekscentrično
        ročico naprave.
    </p>

    <h3>Enostavna uporaba</h3>
    <p>
        Če je sidrna točka neposredno nad uporabnikom, se GRILLON poveže s sidrne
        točke neposredno na sprednjo pritrdilno točko pasu.
        Obremenitev se enakomerno porazdeli med pas in nožne zanke.
        Položaj se nastavlja z roči
""","174,20","https://skyman-cz.s9.cdn-upgates.com/_cache/f/1/f1…585f98eabf35-d54891f9f9c34b970bb99851add8c258.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/8/f/8f…585f98eb9f86-8890741de3f0c9fc0c7299353c3611b5.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/b/7/b7…585f98ed6c6d-b5a49a7138b0e268ee5ff27a29a851a9.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/0/1/01…585f98f010fd-2b46f6b2446de081cc05ea49786b8b8c.jpg",https://www.skyman.cz/en/p/lanyard-petzl-grillon-white-yellow
L052AA04,PETZL,POLOŽAJNIK PETZL GRILLON  - 10m,PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,,"""<!DOCTYPE html>
<html lang=""""sl"""">
<head>
    <meta charset=""""UTF-8"""">
    <title>Pozicijska vrv PETZL GRILLON belo-rumena</title>
</head>
<body>

    <h1>Pozicijska vrv PETZL GRILLON (belo-rumena)</h1>

    <p>Pozicijska vrv PETZL GRILLON.</p>

    <h2>Certifikacija</h2>
    <ul>
        <li><strong>Standard:</strong> EN 795B</li>
    </ul>

    <h2>Opis izdelka</h2>
    <p>
        Nastavljiva pozicijska vrv GRILLON se uporablja za vzpostavitev sistema
        delovnega pozicioniranja kot dopolnitev sistema za zaustavitev padca.
        Njeno dolžino je mogoče enostavno in zelo natančno nastaviti, kar omogoča
        udoben delovni položaj na delovnem mestu.
    </p>

    <p>
        Glede na način uporabe se lahko uporablja enojno ali dvojno.
        GRILLON je na voljo v štirih dolžinah (2, 3, 4 in 5 m) ter tudi v črni barvi.
        Izdelek je certificiran za uporabo v Severni Ameriki, Evropi in Rusiji.
    </p>

    <h2>Univerzalna uporaba</h2>

    <h3>Dvojna uporaba</h3>
    <p>
        Pozicijska vrv GRILLON se lahko uporablja tudi dvojno, preko stranskih
        pritrdilnih točk pasu, kadar uporabnik dela z nogami naslonjenimi na podlago.
        Ta način uporabe omogoča boljšo porazdelitev obremenitve na pas.
        Uporabnik natančno nastavi svoj položaj s pritiskom na vrtljivo ekscentrično
        ročico naprave.
    </p>

    <h3>Enostavna uporaba</h3>
    <p>
        Če je sidrna točka neposredno nad uporabnikom, se GRILLON poveže s sidrne
        točke neposredno na sprednjo pritrdilno točko pasu.
        Obremenitev se enakomerno porazdeli med pas in nožne zanke.
        Položaj se nastavlja z roči
""","189,00","https://skyman-cz.s9.cdn-upgates.com/_cache/f/1/f1…585f98eabf35-d54891f9f9c34b970bb99851add8c258.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/8/f/8f…585f98eb9f86-8890741de3f0c9fc0c7299353c3611b5.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/b/7/b7…585f98ed6c6d-b5a49a7138b0e268ee5ff27a29a851a9.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/0/1/01…585f98f010fd-2b46f6b2446de081cc05ea49786b8b8c.jpg",https://www.skyman.cz/en/p/lanyard-petzl-grillon-white-yellow
L052AA05,PETZL,POLOŽAJNIK PETZL GRILLON  - 15m,PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,,"""<!DOCTYPE html>
<html lang=""""sl"""">
<head>
    <meta charset=""""UTF-8"""">
    <title>Pozicijska vrv PETZL GRILLON belo-rumena</title>
</head>
<body>

    <h1>Pozicijska vrv PETZL GRILLON (belo-rumena)</h1>

    <p>Pozicijska vrv PETZL GRILLON.</p>

    <h2>Certifikacija</h2>
    <ul>
        <li><strong>Standard:</strong> EN 795B</li>
    </ul>

    <h2>Opis izdelka</h2>
    <p>
        Nastavljiva pozicijska vrv GRILLON se uporablja za vzpostavitev sistema
        delovnega pozicioniranja kot dopolnitev sistema za zaustavitev padca.
        Njeno dolžino je mogoče enostavno in zelo natančno nastaviti, kar omogoča
        udoben delovni položaj na delovnem mestu.
    </p>

    <p>
        Glede na način uporabe se lahko uporablja enojno ali dvojno.
        GRILLON je na voljo v štirih dolžinah (2, 3, 4 in 5 m) ter tudi v črni barvi.
        Izdelek je certificiran za uporabo v Severni Ameriki, Evropi in Rusiji.
    </p>

    <h2>Univerzalna uporaba</h2>

    <h3>Dvojna uporaba</h3>
    <p>
        Pozicijska vrv GRILLON se lahko uporablja tudi dvojno, preko stranskih
        pritrdilnih točk pasu, kadar uporabnik dela z nogami naslonjenimi na podlago.
        Ta način uporabe omogoča boljšo porazdelitev obremenitve na pas.
        Uporabnik natančno nastavi svoj položaj s pritiskom na vrtljivo ekscentrično
        ročico naprave.
    </p>

    <h3>Enostavna uporaba</h3>
    <p>
        Če je sidrna točka neposredno nad uporabnikom, se GRILLON poveže s sidrne
        točke neposredno na sprednjo pritrdilno točko pasu.
        Obremenitev se enakomerno porazdeli med pas in nožne zanke.
        Položaj se nastavlja z roči
""","203,80","https://skyman-cz.s9.cdn-upgates.com/_cache/f/1/f1…585f98eabf35-d54891f9f9c34b970bb99851add8c258.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/8/f/8f…585f98eb9f86-8890741de3f0c9fc0c7299353c3611b5.jpg,        https://skyman-cz.s9.cdn-upgates.com/_cache/b/7/b7…585f98ed6c6d-b5a49a7138b0e268ee5ff27a29a851a9.jpg,https://skyman-cz.s9.cdn-upgates.com/_cache/0/1/01…585f98f010fd-2b46f6b2446de081cc05ea49786b8b8c.jpg",https://www.skyman.cz/en/p/lanyard-petzl-grillon-white-yellow
